Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
397,J.J. Redick\redicjj01,SG,34,PHI,57,44,1784,345,778,.443,175,449,.390,170,329,.517,.556,173,192,.901,16,115,131,158,25,12,80,103,1038
398,Davon Reed\reedda01,SG,23,IND,7,0,20,2,4,.500,1,1,1.000,1,3,.333,.625,0,0,,1,1,2,2,0,0,1,1,5
399,Josh Richardson\richajo01,SG,25,MIA,57,57,1981,345,829,.416,136,369,.369,209,460,.454,.498,165,191,.864,42,161,203,227,60,28,101,162,991
400,Malachi Richardson\richama01,SG,23,TOR,22,0,103,9,29,.310,8,25,.320,1,4,.250,.448,4,5,.800,2,11,13,0,1,0,8,13,30
401,Austin Rivers\riverau01,SG-PG,26,TOT,56,15,1557,178,446,.399,81,256,.316,97,190,.511,.490,43,79,.544,22,110,132,138,37,19,58,158,480
401,Austin Rivers\riverau01,SG,26,WAS,29,2,683,76,194,.392,33,106,.311,43,88,.489,.477,25,46,.543,11,60,71,58,18,10,36,72,210
401,Austin Rivers\riverau01,PG,26,HOU,27,13,874,102,252,.405,48,150,.320,54,102,.529,.500,18,33,.545,11,50,61,80,19,9,22,86,270
402,Devin Robinson\robinde01,SF,23,WAS,4,0,32,8,13,.615,0,0,,8,13,.615,.615,3,6,.500,2,5,7,2,3,1,0,2,19
403,Duncan Robinson\robindu01,PF,24,MIA,8,1,71,6,16,.375,4,14,.286,2,2,1.000,.500,1,2,.500,0,9,9,1,2,0,1,4,17
404,Glenn Robinson\robingl02,SF,25,DET,33,17,440,46,120,.383,13,43,.302,33,77,.429,.438,27,33,.818,10,31,41,13,11,5,17,30,132
405,Jerome Robinson\robinje01,SG,21,LAC,24,0,223,30,79,.380,14,41,.341,16,38,.421,.468,4,6,.667,3,24,27,8,7,2,4,35,78
406,Mitchell Robinson\robinmi01,C,20,NYK,45,12,826,123,179,.687,0,0,,123,179,.687,.687,44,79,.557,114,113,227,25,34,103,21,137,290
407,Rajon Rondo\rondora01,PG,32,LAL,26,9,707,91,209,.435,23,56,.411,68,153,.444,.490,11,20,.550,19,107,126,185,22,4,70,61,216
408,Derrick Rose\rosede01,PG,30,MIN,44,13,1240,316,658,.480,54,139,.388,262,519,.505,.521,125,146,.856,28,94,122,203,29,11,77,48,811
409,Terrence Ross\rosste01,SG,27,ORL,62,0,1625,336,781,.430,152,400,.380,184,381,.483,.528,86,99,.869,23,190,213,93,52,23,63,94,910
410,Terry Rozier\roziete01,PG,24,BOS,60,10,1383,191,507,.377,90,255,.353,101,252,.401,.465,62,75,.827,26,220,246,187,55,18,52,76,534
411,Ricky Rubio\rubiori01,PG,28,UTA,52,51,1515,241,584,.413,71,217,.327,170,367,.463,.473,136,161,.845,24,169,193,315,68,9,153,143,689
412,D'Angelo Russell\russeda01,PG,22,BRK,61,61,1845,481,1107,.435,172,462,.372,309,645,.479,.512,118,143,.825,35,196,231,408,68,18,180,105,1252
413,Domantas Sabonis\sabondo01,C,22,IND,59,5,1467,333,546,.610,8,14,.571,325,532,.611,.617,167,229,.729,150,398,548,162,42,26,126,190,841
414,Brandon Sampson\sampsbr01,SG,21,CHI,4,0,28,5,7,.714,2,4,.500,3,3,1.000,.857,0,0,,0,4,4,1,0,0,0,3,12
415,Dario Saric\saricda01,PF,24,TOT,59,19,1466,211,490,.431,86,232,.371,125,258,.484,.518,89,102,.873,90,247,337,89,33,7,69,133,597
415,Dario Saric\saricda01,PF,24,PHI,13,13,396,48,132,.364,21,70,.300,27,62,.435,.443,27,30,.900,21,65,86,26,4,3,25,39,144
415,Dario Saric\saricda01,PF,24,MIN,46,6,1070,163,358,.455,65,162,.401,98,196,.500,.546,62,72,.861,69,182,251,63,29,4,44,94,453
416,Tomas Satoransky\satorto01,SG,27,WAS,58,32,1432,175,352,.497,47,107,.439,128,245,.522,.564,76,96,.792,51,131,182,249,61,10,76,122,473
417,Dennis Schroder\schrode01,PG,25,OKC,57,10,1617,333,797,.418,85,247,.344,248,550,.451,.471,133,162,.821,26,165,191,236,52,9,129,129,884
418,Mike Scott\scottmi01,PF,30,TOT,59,0,896,109,272,.401,63,157,.401,46,115,.400,.517,14,23,.609,28,158,186,52,19,9,33,101,295
418,Mike Scott\scottmi01,PF,30,LAC,52,0,748,92,230,.400,52,133,.391,40,97,.412,.513,12,18,.667,24,150,174,44,17,8,27,88,248
418,Mike Scott\scottmi01,PF,30,PHI,7,0,148,17,42,.405,11,24,.458,6,18,.333,.536,2,5,.400,4,8,12,8,2,1,6,13,47
419,Thabo Sefolosha\sefolth01,SF,34,UTA,29,0,306,31,62,.500,14,30,.467,17,32,.531,.613,8,14,.571,6,70,76,12,23,2,16,24,84
420,Wayne Selden\seldewa01,SG,24,TOT,54,5,944,125,302,.414,41,116,.353,84,186,.452,.482,45,58,.776,24,70,94,72,18,8,51,89,336
420,Wayne Selden\seldewa01,SG,24,MEM,32,0,455,65,161,.404,20,63,.317,45,98,.459,.466,22,29,.759,16,28,44,36,10,6,23,48,172
420,Wayne Selden\seldewa01,SG,24,CHI,22,5,489,60,141,.426,21,53,.396,39,88,.443,.500,23,29,.793,8,42,50,36,8,2,28,41,164
421,Collin Sexton\sextoco01,PG,20,CLE,61,51,1860,348,860,.405,69,175,.394,279,685,.407,.445,147,173,.850,45,143,188,175,35,3,135,145,912
422,Landry Shamet\shamela01,SG-PG,21,TOT,60,8,1274,172,395,.435,113,278,.406,59,117,.504,.578,54,65,.831,16,69,85,70,32,8,33,115,511
422,Landry Shamet\shamela01,SG,21,PHI,54,4,1108,153,347,.441,99,245,.404,54,102,.529,.584,44,54,.815,14,64,78,59,24,8,26,106,449
422,Landry Shamet\shamela01,PG,21,LAC,6,4,166,19,48,.396,14,33,.424,5,15,.333,.542,10,11,.909,2,5,7,11,8,0,7,9,62
423,Iman Shumpert\shumpim01,SG,28,TOT,46,40,1182,139,370,.376,79,222,.356,60,148,.405,.482,34,41,.829,21,116,137,98,50,21,40,101,391
423,Iman Shumpert\shumpim01,SG,28,SAC,42,40,1099,133,348,.382,74,202,.366,59,146,.404,.489,34,41,.829,19,110,129,91,47,20,38,92,374
423,Iman Shumpert\shumpim01,SG,28,HOU,4,0,83,6,22,.273,5,20,.250,1,2,.500,.386,0,0,,2,6,8,7,3,1,2,9,17
424,Pascal Siakam\siakapa01,PF,24,TOR,61,60,1928,380,689,.552,55,149,.369,325,540,.602,.591,178,226,.788,97,332,429,175,60,42,107,182,993
425,Ben Simmons\simmobe01,PG,22,PHI,60,60,2036,411,725,.567,0,4,.000,411,721,.570,.567,197,334,.590,131,408,539,466,77,44,213,146,1019
426,Jonathon Simmons\simmojo02,SG-SF,29,TOT,47,9,925,113,309,.366,22,91,.242,91,218,.417,.401,63,83,.759,25,83,108,103,23,14,61,80,311
426,Jonathon Simmons\simmojo02,SG,29,ORL,41,9,845,104,286,.364,19,83,.229,85,203,.419,.397,56,72,.778,23,77,100,95,18,14,56,68,283
426,Jonathon Simmons\simmojo02,SF,29,PHI,6,0,80,9,23,.391,3,8,.375,6,15,.400,.457,7,11,.636,2,6,8,8,5,0,5,12,28
427,Kobi Simmons\simmoko01,PG,21,CLE,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
428,Anfernee Simons\simonan01,SG,19,POR,12,0,60,7,25,.280,0,9,.000,7,16,.438,.280,1,4,.250,0,7,7,4,0,0,7,3,15
429,Marcus Smart\smartma01,SG,24,BOS,60,40,1624,162,407,.398,92,259,.355,70,148,.473,.511,75,97,.773,43,134,177,242,101,24,89,149,491
430,Dennis Smith\smithde03,PG,21,TOT,42,42,1199,215,493,.436,52,157,.331,163,336,.485,.489,86,134,.642,24,101,125,203,57,16,123,109,568
430,Dennis Smith\smithde03,PG,21,DAL,32,32,908,157,357,.440,43,125,.344,114,232,.491,.500,57,82,.695,18,79,97,138,40,11,100,82,414
430,Dennis Smith\smithde03,PG,21,NYK,10,10,291,58,136,.426,9,32,.281,49,104,.471,.460,29,52,.558,6,22,28,65,17,5,23,27,154
431,Ish Smith\smithis01,PG,30,DET,33,0,732,111,274,.405,34,96,.354,77,178,.433,.467,24,31,.774,7,61,68,105,15,8,39,64,280
432,J.R. Smith\smithjr01,SG,33,CLE,11,4,222,27,79,.342,12,39,.308,15,40,.375,.418,8,10,.800,0,18,18,21,11,3,11,19,74
433,Jason Smith\smithja02,C-PF,32,TOT,18,1,170,19,50,.380,7,19,.368,12,31,.387,.450,12,14,.857,14,34,48,13,3,7,12,27,57
433,Jason Smith\smithja02,C,32,WAS,12,1,130,15,37,.405,4,10,.400,11,27,.407,.459,10,12,.833,11,26,37,12,1,5,7,21,44
433,Jason Smith\smithja02,PF,32,MIL,6,0,40,4,13,.308,3,9,.333,1,4,.250,.423,2,2,1.000,3,8,11,1,2,2,5,6,13
434,Tony Snell\snellto01,SG,27,MIL,60,8,1032,131,289,.453,66,166,.398,65,123,.528,.567,33,37,.892,22,97,119,54,22,14,19,68,361
435,Ray Spalding\spaldra01,PF,21,DAL,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
436,Omari Spellman\spellom01,PF,21,ATL,44,10,766,92,232,.397,43,124,.347,49,108,.454,.489,30,43,.698,66,116,182,42,26,24,28,65,257
437,Nik Stauskas\stausni01,SG,25,TOT,48,0,726,100,246,.407,46,136,.338,54,110,.491,.500,34,38,.895,11,75,86,63,15,5,42,36,280
437,Nik Stauskas\stausni01,SG,25,POR,44,0,673,96,229,.419,43,125,.344,53,104,.510,.513,32,36,.889,10,70,80,62,14,4,40,31,267
437,Nik Stauskas\stausni01,SG,25,CLE,4,0,53,4,17,.235,3,11,.273,1,6,.167,.324,2,2,1.000,1,5,6,1,1,1,2,5,13
438,D.J. Stephens\stephdj01,SG,28,MEM,1,0,7,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,0,0,0,1,0,1,0,2
439,Lance Stephenson\stephla01,SG,28,LAL,59,0,922,161,366,.440,62,164,.378,99,202,.490,.525,42,63,.667,26,145,171,117,35,5,75,95,426
440,Edmond Sumner\sumneed01,PG,23,IND,17,2,167,16,49,.327,4,20,.200,12,29,.414,.367,5,12,.417,7,12,19,7,9,5,8,21,41
441,Caleb Swanigan\swanica01,PF,21,POR,18,0,145,14,44,.318,1,5,.200,13,39,.333,.330,6,7,.857,13,39,52,7,4,0,16,22,35
442,Jayson Tatum\tatumja01,SF,20,BOS,61,61,1898,369,809,.456,95,249,.382,274,560,.489,.515,163,189,.862,60,323,383,113,63,50,90,133,996
443,Jeff Teague\teaguje01,PG,30,MIN,36,35,1078,148,349,.424,30,87,.345,118,262,.450,.467,103,128,.805,12,75,87,292,38,14,82,75,429
444,Garrett Temple\templga01,SG,32,TOT,55,51,1647,177,413,.429,77,224,.344,100,189,.529,.522,62,83,.747,20,145,165,75,53,27,56,152,493
444,Garrett Temple\templga01,SG,32,MEM,49,49,1530,166,387,.429,74,210,.352,92,177,.520,.525,57,76,.750,18,134,152,69,50,25,54,134,463
444,Garrett Temple\templga01,SG,32,LAC,6,2,117,11,26,.423,3,14,.214,8,12,.667,.481,5,7,.714,2,11,13,6,3,2,2,18,30
445,Milos Teodosic\teodomi01,PG,31,LAC,15,0,150,17,40,.425,10,27,.370,7,13,.538,.550,4,7,.571,3,13,16,32,3,1,21,27,48
446,Jared Terrell\terreja01,SG,23,MIN,7,0,67,8,26,.308,4,11,.364,4,15,.267,.385,1,2,.500,1,2,3,7,3,1,7,8,21
447,Emanuel Terry\terryem01,PF,22,TOT,3,0,23,4,7,.571,0,0,,4,7,.571,.571,2,4,.500,3,4,7,2,3,0,2,4,10
447,Emanuel Terry\terryem01,PF,22,PHO,2,0,20,4,6,.667,0,0,,4,6,.667,.667,1,2,.500,2,4,6,1,3,0,2,4,9
447,Emanuel Terry\terryem01,PF,22,MIA,1,0,3,0,1,.000,0,0,,0,1,.000,.000,1,2,.500,1,0,1,1,0,0,0,0,1
448,Daniel Theis\theisda01,C,26,BOS,47,2,701,118,204,.578,23,51,.451,95,153,.621,.635,48,64,.750,65,115,180,53,15,31,26,120,307
449,Isaiah Thomas\thomais02,PG,29,DEN,4,0,68,14,33,.424,8,20,.400,6,13,.462,.545,9,14,.643,2,3,5,9,0,1,10,9,45
450,Khyri Thomas\thomakh01,SG,22,DET,18,0,158,17,48,.354,10,29,.345,7,19,.368,.458,6,9,.667,3,12,15,5,5,4,3,16,50
451,Lance Thomas\thomala01,PF,30,NYK,28,13,473,44,109,.404,10,42,.238,34,67,.507,.450,20,25,.800,16,56,72,14,16,6,14,60,118
452,Klay Thompson\thompkl01,SG,28,GSW,59,59,2022,502,1071,.469,175,440,.398,327,631,.518,.550,109,134,.813,28,206,234,138,66,38,90,126,1288
453,Tristan Thompson\thomptr01,C,27,CLE,35,35,1043,173,329,.526,0,0,,173,329,.526,.526,55,85,.647,154,235,389,75,28,16,50,81,401
454,Sindarius Thornwell\thornsi01,SG,24,LAC,44,1,251,15,43,.349,2,13,.154,13,30,.433,.372,16,23,.696,4,32,36,14,11,3,18,36,48
455,Anthony Tolliver\tollian01,PF,33,MIN,43,0,653,62,147,.422,50,125,.400,12,22,.545,.592,25,34,.735,11,87,98,21,13,14,22,59,199
456,Karl-Anthony Towns\townska01,C,23,MIN,58,58,1919,492,953,.516,103,263,.392,389,690,.564,.570,266,315,.844,194,513,707,189,53,103,169,216,1353
457,Gary Trent\trentga02,SG,20,POR,9,0,38,5,19,.263,3,9,.333,2,10,.200,.342,1,4,.250,0,4,4,1,0,1,1,1,14
458,Allonzo Trier\trieral01,SG,23,NYK,54,3,1203,185,409,.452,37,97,.381,148,312,.474,.498,147,174,.845,25,138,163,103,25,14,97,93,554
459,P.J. Tucker\tuckepj01,PF,33,HOU,60,60,2116,160,408,.392,105,290,.362,55,118,.466,.521,37,55,.673,93,282,375,75,101,28,49,189,462
460,Evan Turner\turneev01,PG,30,POR,57,2,1329,177,385,.460,7,46,.152,170,339,.501,.469,60,85,.706,33,227,260,222,28,14,94,92,421
461,Myles Turner\turnemy01,C,22,IND,54,54,1525,289,572,.505,51,126,.405,238,446,.534,.550,93,129,.721,70,305,375,87,40,148,75,140,722
462,Ekpe Udoh\udohek01,C,31,UTA,35,0,192,28,39,.718,0,0,,28,39,.718,.718,10,16,.625,12,28,40,14,4,17,8,23,66
463,Tyler Ulis\ulisty01,PG,23,CHI,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
464,Jonas Valanciunas\valanjo01,C,26,TOT,34,12,662,183,318,.575,10,34,.294,173,284,.609,.591,88,110,.800,67,190,257,37,14,28,50,96,464
464,Jonas Valanciunas\valanjo01,C,26,TOR,30,10,564,149,259,.575,9,30,.300,140,229,.611,.593,77,94,.819,54,162,216,29,13,23,39,82,384
464,Jonas Valanciunas\valanjo01,C,26,MEM,4,2,98,34,59,.576,1,4,.250,33,55,.600,.585,11,16,.688,13,28,41,8,1,5,11,14,80
465,Jarred Vanderbilt\vandeja01,PF,19,DEN,6,0,18,1,5,.200,0,0,,1,5,.200,.200,1,4,.250,3,9,12,1,2,1,2,0,3
466,Fred VanVleet\vanvlfr01,PG,24,TOR,51,22,1369,189,469,.403,85,232,.366,104,237,.439,.494,75,90,.833,20,118,138,234,45,12,65,90,538
467,Noah Vonleh\vonleno01,PF,23,NYK,61,50,1538,177,391,.453,44,131,.336,133,260,.512,.509,96,133,.722,102,376,478,115,44,48,75,155,494
468,Nikola Vucevic\vucevni01,C,28,ORL,61,61,1896,534,1017,.525,70,178,.393,464,839,.553,.559,121,158,.766,166,569,735,239,59,72,119,117,1259
469,Dwyane Wade\wadedw01,SG,37,MIA,49,0,1256,263,610,.431,54,173,.312,209,437,.478,.475,110,161,.683,44,139,183,212,35,26,112,78,690
470,Moritz Wagner\wagnemo01,C,21,LAL,23,0,154,28,65,.431,12,32,.375,16,33,.485,.523,9,15,.600,9,26,35,10,6,3,12,18,77
471,Dion Waiters\waitedi01,SG,27,MIA,21,7,501,87,210,.414,43,124,.347,44,86,.512,.517,8,17,.471,4,46,50,61,13,3,29,25,225
472,Kemba Walker\walkeke02,PG,28,CHO,60,60,2079,521,1217,.428,199,555,.359,322,662,.486,.510,263,317,.830,34,224,258,340,74,27,151,92,1504
473,Lonnie Walker\walkelo01,SG,20,SAS,6,0,57,4,21,.190,2,6,.333,2,15,.133,.238,4,4,1.000,0,10,10,2,3,1,4,3,14
474,John Wall\walljo01,PG,28,WAS,32,32,1104,245,552,.444,51,169,.302,194,383,.507,.490,122,175,.697,15,101,116,279,49,29,121,71,663
475,Tyrone Wallace\wallaty01,PG,24,LAC,47,0,495,75,174,.431,3,15,.200,72,159,.453,.440,24,49,.490,18,60,78,30,18,7,23,66,177
476,Taurean Waller-Prince\princta02,SF,24,ATL,39,31,1084,183,422,.434,85,226,.376,98,196,.500,.534,71,85,.835,18,129,147,75,40,14,77,100,522
477,Brad Wanamaker\wanambr01,PG,29,BOS,27,0,250,34,72,.472,16,31,.516,18,41,.439,.583,14,15,.933,2,25,27,37,9,1,14,19,98
478,T.J. Warren\warretj01,SF,25,PHO,43,36,1360,297,611,.486,77,180,.428,220,431,.510,.549,101,124,.815,31,143,174,64,51,29,52,119,772
479,Julian Washburn\washbju01,SF,27,MEM,7,2,110,3,19,.158,1,8,.125,2,11,.182,.184,3,4,.750,4,16,20,3,4,0,3,5,10
480,Yuta Watanabe\watanyu01,SG,24,MEM,10,0,98,10,28,.357,2,9,.222,8,19,.421,.393,7,10,.700,1,18,19,4,2,1,4,3,29
481,Thomas Welsh\welshth01,C,22,DEN,9,0,33,5,10,.500,3,7,.429,2,3,.667,.650,1,2,.500,0,4,4,4,0,0,1,2,14
482,Russell Westbrook\westbru01,PG,30,OKC,52,52,1858,440,1036,.425,70,259,.270,370,777,.476,.458,219,334,.656,78,510,588,569,111,23,245,183,1169
483,Derrick White\whitede01,PG,24,SAS,47,35,1184,173,353,.490,32,93,.344,141,260,.542,.535,68,89,.764,22,142,164,170,49,24,71,99,446
484,Okaro White\whiteok01,PF,26,WAS,3,0,6,0,2,.000,0,2,.000,0,0,,.000,0,0,,1,1,2,0,0,0,0,0,0
485,Hassan Whiteside\whiteha01,C,29,MIA,53,53,1346,299,539,.555,2,16,.125,297,523,.568,.557,86,199,.432,200,450,650,46,40,110,81,146,686
486,Andrew Wiggins\wiggian01,SF,23,MIN,54,54,1876,352,890,.396,86,256,.336,266,634,.420,.444,166,234,.709,67,196,263,132,57,34,101,109,956
487,Alan Williams\willial03,PF,26,BRK,3,0,17,4,8,.500,0,1,.000,4,7,.571,.500,2,4,.500,3,11,14,2,0,0,1,2,10
488,C.J. Williams\willicj01,SG,28,MIN,9,0,67,7,17,.412,1,7,.143,6,10,.600,.441,0,0,,1,3,4,6,1,0,4,11,15
489,Johnathan Williams\willijo04,C,23,LAL,7,0,89,11,20,.550,0,0,,11,20,.550,.550,1,5,.200,11,10,21,4,1,4,2,20,23
490,Kenrich Williams\willike04,SF,24,NOP,26,9,491,55,133,.414,23,69,.333,32,64,.500,.500,8,13,.615,23,91,114,38,10,10,19,47,141
491,Lou Williams\willilo02,SG,32,LAC,56,0,1472,358,843,.425,79,216,.366,279,627,.445,.472,321,358,.897,24,139,163,302,37,8,135,61,1116
492,Marvin Williams\willima02,PF,32,CHO,59,59,1675,222,519,.428,115,313,.367,107,206,.519,.539,54,72,.750,55,280,335,71,52,45,31,129,613
493,Robert Williams\williro04,C,21,BOS,24,0,220,31,42,.738,0,0,,31,42,.738,.738,8,12,.667,22,37,59,5,6,32,9,28,70
494,Troy Williams\willitr02,SF,24,SAC,18,0,286,40,87,.460,14,41,.341,26,46,.565,.540,9,15,.600,9,46,55,10,10,8,8,34,103
495,D.J. Wilson\wilsodj01,PF,22,MIL,30,0,549,65,148,.439,28,75,.373,37,73,.507,.534,11,28,.393,27,112,139,28,12,18,19,59,169
496,Justise Winslow\winslju01,PF,22,MIA,52,39,1544,247,585,.422,74,199,.372,173,386,.448,.485,73,113,.646,51,234,285,216,53,15,113,137,641
497,Christian Wood\woodch01,PF,23,MIL,12,0,55,11,23,.478,2,4,.500,9,19,.474,.522,10,15,.667,4,15,19,2,0,0,3,3,34
498,Delon Wright\wrighde01,PG,26,TOT,55,3,1065,147,346,.425,34,108,.315,113,238,.475,.474,62,71,.873,43,110,153,131,52,18,42,65,390
498,Delon Wright\wrighde01,PG,26,TOR,49,2,897,127,293,.433,30,90,.333,97,203,.478,.485,53,61,.869,39,86,125,110,46,15,37,53,337
498,Delon Wright\wrighde01,PG,26,MEM,6,1,168,20,53,.377,4,18,.222,16,35,.457,.415,9,10,.900,4,24,28,21,6,3,5,12,53
499,Guerschon Yabusele\yabusgu01,PF,23,BOS,31,0,173,23,53,.434,4,19,.211,19,34,.559,.472,10,14,.714,16,20,36,12,7,7,11,27,60
500,Nick Young\youngni01,SG,33,DEN,4,0,37,3,9,.333,3,8,.375,0,1,.000,.500,0,0,,0,1,1,2,0,1,2,4,9
501,Thaddeus Young\youngth01,PF,30,IND,61,61,1848,338,636,.531,33,93,.355,305,543,.562,.557,65,103,.631,148,245,393,133,99,29,86,148,774
502,Trae Young\youngtr01,PG,20,ATL,61,61,1854,365,891,.410,115,350,.329,250,541,.462,.474,224,277,.809,39,160,199,468,52,13,239,103,1069
503,Cody Zeller\zelleco01,C,26,CHO,43,41,1090,166,295,.563,5,20,.250,161,275,.585,.571,98,122,.803,103,192,295,90,33,38,55,140,435
504,Ante Zizic\zizican01,C,22,CLE,44,15,748,124,231,.537,0,0,,124,231,.537,.537,65,88,.739,73,157,230,30,11,17,40,83,313
505,Ivica Zubac\zubaciv01,C,21,TOT,39,18,635,132,233,.567,0,0,,132,233,.567,.567,70,82,.854,63,139,202,32,6,32,42,90,334
505,Ivica Zubac\zubaciv01,C,21,LAL,33,12,516,112,193,.580,0,0,,112,193,.580,.580,57,66,.864,54,108,162,25,4,27,33,73,281
505,Ivica Zubac\zubaciv01,C,21,LAC,6,6,119,20,40,.500,0,0,,20,40,.500,.500,13,16,.813,9,31,40,7,2,5,9,17,53
